,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityPartRange,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasGuestRoom,price
368,81482,76,1,0,9,1,1997,0,0,2265,3606,281,6,8153070.7
369,61346,69,0,1,52,7,2009,0,1,7427,5864,207,10,6141452.9
370,80915,23,1,1,67,9,1992,1,1,5351,1864,569,0,8104297.2
371,65479,74,0,1,35,10,2000,0,1,9347,1817,460,10,6552454.0
372,48302,22,1,0,13,2,2017,0,0,9855,6297,543,1,4833604.7
373,76690,21,1,1,99,1,1990,1,1,611,2112,181,8,7682267.0
374,14447,39,0,1,23,6,2002,0,0,5371,9535,965,6,1448447.2
375,24213,31,1,1,93,1,1994,1,0,1561,1228,653,5,2431969.4
376,1843,30,1,1,3,4,2007,1,1,1313,9063,706,5,189919.7
377,78183,65,1,1,86,7,2007,0,1,8682,588,748,4,7829898.7
378,99323,35,0,1,28,6,2018,0,0,6346,6556,280,3,9939399.8
379,67491,21,0,0,57,6,2007,1,0,1253,1592,254,0,6750826.7
380,2588,82,1,0,69,1,2016,0,0,7247,9670,987,8,267798.6
381,76635,6,1,1,1,2,1999,0,0,981,5857,949,1,7669791.9
382,45070,100,0,0,92,9,1997,1,0,1333,989,885,0,4510977.7
383,62381,58,1,0,44,1,2003,1,0,1809,2821,734,6,6243323.3
384,98543,2,1,0,44,1,1992,0,1,2955,6151,661,7,9860222.2
385,13972,39,0,0,8,2,2009,0,0,1477,3153,952,2,1397748.9
386,71567,70,0,1,94,10,1992,0,0,5968,1718,985,4,7166917.2
387,36804,99,0,0,12,2,1996,0,0,6951,6584,594,6,3681839.6
388,21297,71,1,1,14,2,1995,1,1,8198,4951,111,4,2136801.5
389,9950,1,1,0,69,5,2012,0,1,3156,6914,174,4,1000736.2
390,3661,50,1,1,24,3,2007,1,0,6186,862,613,7,372556.7
391,88102,51,1,0,70,8,2016,1,0,7245,6073,496,9,8821018.6
392,72596,91,0,0,90,7,2015,1,0,9595,1266,156,0,7262781.5
393,70763,4,1,0,38,10,2015,1,0,7098,5958,484,9,7082373.5
394,12002,58,0,0,41,8,1995,1,0,1718,3877,867,1,1203664.5
395,26146,34,0,1,98,7,2011,1,1,2060,7566,680,7,2627462.1
396,13716,62,0,1,98,6,1990,0,1,5967,1070,911,10,1382883.0
397,23281,32,1,1,52,9,2020,1,1,3681,3220,422,3,2339782.0
398,3824,45,1,1,9,5,2019,0,1,3191,6677,305,0,386574.9
399,56086,3,1,0,46,6,2021,0,1,2853,1194,863,1,5615576.1
400,19014,67,1,0,89,8,1999,0,0,3330,8941,550,6,1912984.9
401,80808,59,1,0,1,7,2004,0,0,3879,8229,434,5,8085990.4
402,83602,5,0,1,2,9,1991,1,0,8993,8003,496,5,8365162.1
403,99767,27,0,1,79,2,2018,1,0,520,7948,495,2,9985836.8
404,60675,32,1,0,51,9,2002,1,0,5953,6958,260,6,6075733.2
405,20210,2,1,0,78,1,2007,1,0,2811,9309,218,4,2029228.7
406,28694,82,0,0,20,2,1991,1,1,3206,2352,310,3,2870499.1
407,45521,53,0,0,32,9,1991,1,1,8643,2999,670,7,4554205.1
408,55727,46,0,0,77,5,2016,0,0,5811,42,183,2,5574845.6
409,17307,20,1,0,66,5,2006,1,1,2317,5409,692,2,1740869.6
410,86474,98,0,0,33,1,2004,0,0,1928,4232,220,7,8649993.4
411,6012,53,1,0,38,8,2013,1,0,392,2928,423,4,607323.3
412,6617,51,0,0,38,10,2010,1,1,7115,5340,248,10,663333.0
413,34061,43,0,0,90,3,1993,0,0,1616,6765,534,9,3407529.3
414,12881,12,1,0,68,10,2006,0,1,8654,5066,920,0,1293712.6
415,48458,82,1,0,72,3,2002,1,1,5447,7360,308,6,4851198.2
416,89618,49,1,0,36,1,2006,0,1,4321,9355,752,0,8969519.6
417,10369,30,1,0,68,8,1999,0,0,9629,7874,383,10,1044857.9
418,21865,24,0,1,79,10,1993,0,0,2324,4385,932,3,2191960.3
419,30817,48,0,0,63,9,2013,0,0,2444,9730,961,3,3086005.3
420,8808,85,1,0,37,5,1998,1,1,9287,4979,416,5,888730.8
421,16006,69,1,1,26,7,1990,1,0,3565,742,405,3,1610901.0
422,70517,37,0,0,1,5,2002,0,1,9373,6035,184,5,7052408.2
423,55592,68,0,1,10,7,2021,0,0,7719,4694,372,0,5564877.1
424,10978,17,0,1,55,2,2015,0,1,9798,2127,481,6,1103882.5
425,94388,7,1,0,81,8,1996,1,0,7739,1176,741,8,9446167.6
426,18041,90,1,0,99,6,2006,1,0,1064,653,221,3,1817658.6
427,18220,91,0,1,97,8,2013,1,0,2604,5842,838,2,1833031.3
428,39342,7,1,1,84,5,1994,0,1,1003,2398,385,2,3946165.4
429,66570,59,0,0,2,7,2008,1,1,2628,7837,754,6,6657976.8
430,34592,100,0,1,33,1,1994,1,0,7356,2228,264,5,3465076.4
431,38700,25,1,1,26,4,1996,0,1,5100,5564,956,8,3880396.6
432,32060,25,0,1,97,8,2017,0,1,9618,9072,814,8,3211741.7
433,8305,86,0,0,83,9,2001,0,1,1648,3165,766,4,838488.1
434,40080,50,0,0,82,8,2018,0,0,5973,2871,484,0,4011225.8
435,89335,66,1,1,54,7,2004,0,1,9808,4039,425,8,8938823.4
436,78546,92,0,1,84,10,1991,0,1,978,3244,530,4,7864949.1
437,50066,63,0,1,67,8,1998,0,1,8716,6542,465,1,5015729.8
438,37008,61,1,1,75,6,2013,1,0,309,5249,463,7,3708694.3
439,32876,98,1,1,32,7,2008,1,1,3289,8595,121,8,3299047.8
440,98266,14,1,1,42,8,1990,1,1,6293,8164,1000,9,9838529.0
441,53665,66,1,1,81,10,2002,1,0,1788,6553,204,8,5379979.2
442,33469,98,1,1,91,7,2016,0,0,6871,4561,293,8,3362757.6
443,42578,49,1,1,23,7,2013,1,0,6690,3789,964,6,4264812.3
444,64329,25,1,0,44,4,2019,0,1,7313,2455,634,5,6436473.9
445,29512,96,0,1,26,2,2012,1,1,6556,9398,170,9,2955396.2
446,241,78,0,1,50,7,2013,0,1,4070,7336,962,7,29643.3
447,32709,47,1,1,80,1,2006,0,1,2548,2351,162,5,3284181.6
448,29271,70,0,1,98,10,2021,1,1,3470,5717,429,6,2938810.1
449,15542,19,0,0,27,8,1996,0,0,563,6368,615,5,1556824.6
450,94951,52,0,1,80,8,2014,1,1,4121,3981,261,3,9498811.4
451,12296,54,1,0,45,9,2008,1,1,1449,8183,127,0,1233872.8
452,42390,17,0,0,96,5,2001,0,0,7796,7032,462,0,4245306.1
453,2157,22,0,0,93,5,2021,0,0,5209,2362,799,9,222104.1
454,70576,66,1,0,7,4,2013,0,0,6411,6596,684,9,7061024.3
455,22232,24,0,1,52,5,2005,1,1,135,1819,882,8,2230267.5
456,31368,78,1,0,86,4,2007,1,1,6510,4644,682,0,3142605.7
457,2713,76,0,0,19,8,2000,1,1,3827,3127,880,1,273858.0
458,40939,60,1,0,6,4,2017,0,1,9386,4038,956,8,4097363.7
459,84892,59,0,0,46,6,2007,0,1,271,6059,556,3,8492982.7
460,43332,60,0,1,24,5,2002,0,1,9557,9617,321,4,4336691.2
461,39445,100,0,0,66,10,1990,1,1,1391,4942,992,10,3947777.0
462,82032,78,1,0,64,9,2004,0,0,6972,9105,883,8,8209534.4
463,813,45,0,1,15,7,1998,1,0,4226,1272,633,7,84647.8
464,43432,44,0,1,34,1,2010,1,0,2077,3329,377,6,4347238.0
465,80988,34,0,1,57,6,2015,0,1,8135,7450,321,10,8104253.5
466,99444,68,1,0,60,2,2021,1,0,5643,4783,834,5,9947284.1
467,37618,57,0,0,45,2,2008,0,1,3892,7379,638,9,3766350.8
468,63973,18,1,0,78,1,2002,0,1,6770,339,937,10,6405935.2
469,99107,54,0,1,65,3,2018,0,1,5522,7622,194,3,9916550.8
470,71519,12,0,1,80,1,2012,0,0,9982,6232,800,2,7156303.2
471,91841,77,0,0,14,5,2011,0,1,8782,3254,955,0,9185367.1
472,28467,98,1,1,70,7,2019,0,0,4314,9569,658,10,2855561.9
473,77075,52,1,0,11,10,2002,1,1,1768,9928,430,4,7713855.2
474,91776,26,0,0,72,10,2001,1,1,1303,4952,712,4,9184100.1
475,69948,45,1,1,59,10,2017,0,0,5632,6000,301,3,7006951.7
476,68593,3,1,1,65,3,2021,0,1,5603,9225,540,7,6867934.1
477,56774,50,1,0,23,7,1995,1,0,5989,186,469,3,5682955.5
478,84577,63,0,1,64,6,1991,1,0,9411,4095,400,0,8467175.1
479,78835,77,0,0,84,3,2002,1,1,1071,6437,771,1,7887862.2
480,59073,82,0,1,38,1,2003,1,0,8036,9658,303,2,5909662.3
481,6704,83,1,1,59,8,2012,1,1,7171,3023,822,1,682123.2
482,20968,48,1,0,6,3,1992,1,0,3747,1117,656,6,2100783.2
483,64244,20,1,0,82,6,2021,1,1,5461,798,426,6,6435074.1
484,54133,1,0,1,89,2,1993,1,0,2192,4801,195,2,5426671.3
485,90842,60,1,1,25,3,1995,0,0,3501,8720,152,5,9092168.5
486,51780,83,0,0,88,3,2021,0,0,540,4699,879,4,5184160.1
487,38722,91,1,0,22,5,2008,1,0,4316,6127,738,2,3876450.8
488,51127,85,1,0,66,2,1996,0,0,391,4578,127,5,5119947.6
489,31802,100,0,0,80,7,1990,0,1,3049,6665,476,10,3184469.0
490,26770,8,1,1,69,10,2016,1,0,6924,6367,940,2,2687139.6
491,63839,58,1,1,2,4,2019,0,1,6200,882,302,6,6389327.9
492,56181,76,0,1,98,4,1996,0,0,4581,8060,953,7,5630006.6
493,91757,82,0,0,78,8,2012,1,1,5258,1106,628,6,9182239.2
494,54200,51,0,0,43,2,2010,1,1,9853,858,869,3,5423195.0
495,29788,61,0,0,68,2,2011,1,1,6551,5740,782,1,2983377.1
496,29180,7,1,0,1,5,1999,0,0,3218,2990,753,10,2923248.9
497,30630,62,0,1,65,1,1996,0,0,2190,295,965,4,3072463.6
498,81114,23,0,1,89,6,2007,1,0,1629,8207,813,9,8118084.7
499,96016,48,0,1,35,6,1998,0,1,269,1613,300,1,9605401.8
500,8977,53,0,1,62,1,2014,0,0,5865,7112,250,5,905963.4
501,92508,60,0,0,88,6,2006,1,1,1551,4343,271,4,9257332.6
502,38804,18,1,0,45,4,2000,0,0,5441,2726,925,1,3885083.0
503,34830,92,1,0,85,3,2003,1,0,3930,3923,833,2,3488181.3
504,48540,42,0,0,27,4,2016,1,1,5751,8410,489,4,4856286.6
505,25680,51,1,0,11,9,2009,0,1,8681,5729,829,2,2573981.9
506,73224,66,0,0,74,2,2021,1,1,7771,4695,941,3,7330502.1
507,29589,45,1,1,76,3,2006,1,0,3703,2398,130,1,2973362.6
508,96469,21,1,0,13,2,1994,0,0,7532,2509,416,8,9651382.4
509,35039,19,0,1,22,6,1994,0,1,2052,9163,979,3,3511457.4
510,99592,47,1,0,61,7,1997,1,1,9635,3509,360,3,9963329.7
511,70433,41,1,0,1,5,2018,0,0,3499,6731,160,4,7045037.8
512,73644,18,0,0,7,9,1998,0,0,4485,5615,345,4,7365392.8
513,77211,47,0,1,84,7,2006,0,1,5620,7860,554,4,7725844.6
514,36429,8,0,1,29,5,2019,1,0,9275,4841,152,0,3651244.9
515,90334,44,1,0,6,10,1990,1,1,2390,828,413,4,9037622.0
516,51993,59,1,1,33,6,2013,0,1,7531,6585,891,6,5208507.3
517,44476,27,0,1,13,9,2013,0,0,9906,3023,101,2,4450503.3
518,31661,52,0,0,18,8,2020,1,1,7968,5941,249,8,3168722.0
519,68275,93,0,1,54,4,2020,1,0,3586,6606,104,6,6833270.0
520,85429,60,1,1,57,7,2016,1,1,1421,6473,405,8,8553293.6
521,90162,71,1,1,27,3,1992,1,0,2569,2826,909,1,9023922.2
522,81619,82,1,1,70,10,2014,0,1,1562,6165,478,10,8173020.4
523,65324,7,0,1,8,9,2009,0,0,9016,2528,549,7,6538401.9
524,4368,85,0,1,29,9,2021,1,0,4055,1482,713,6,443641.1
525,24525,35,0,1,73,4,2009,0,0,154,530,445,6,2461959.9
526,20949,5,1,1,22,4,2013,0,0,3137,6117,747,10,2102983.3
527,23609,14,0,0,68,7,2017,1,1,6808,1942,468,3,2364571.7
528,68084,35,0,0,8,7,2009,0,1,9896,7245,158,9,6809686.9
529,73406,72,1,0,75,4,2007,0,1,6128,116,915,2,7351988.7
530,50638,65,1,0,54,7,2016,0,0,4071,2714,916,6,5068736.6
531,5457,32,0,0,12,1,1992,1,1,4286,3897,215,2,547357.2
532,73337,30,0,1,5,3,2005,0,0,9487,5697,949,5,7337758.5
533,95339,87,0,0,15,9,2003,1,0,4878,4810,142,3,9535650.3
534,63237,8,1,0,49,3,2009,1,1,6344,7812,197,5,6330589.9
535,30831,27,0,0,13,8,1998,1,1,173,6677,966,8,3084723.8
536,57897,21,1,0,96,4,1993,0,0,3678,5344,910,6,5801637.3
537,87418,73,0,0,7,8,1995,1,1,8759,196,203,10,8743030.5
538,20640,17,0,0,91,2,2015,0,0,5011,9512,736,0,2073310.5
539,35634,77,0,1,50,7,1998,1,1,8120,9651,462,1,3568972.8
540,87156,49,1,0,44,9,2019,0,1,5224,968,798,9,8722474.9
541,80556,1,0,1,54,5,1991,0,0,9757,6059,650,7,8062244.1
542,70942,36,1,1,28,5,2019,0,1,7964,2118,265,3,7102693.9
543,38688,76,1,0,80,4,2012,1,1,5616,6072,155,2,3877141.2
544,83937,30,0,0,85,5,2012,0,0,7175,6014,933,1,8396191.2
545,92655,54,0,0,77,7,1996,0,0,4932,4411,765,4,9267281.6
546,35110,28,1,1,84,6,1995,1,1,9928,699,439,0,3526172.5
547,61208,51,1,0,39,2,2021,0,1,4494,71,112,10,6126371.1
548,47781,49,0,0,37,6,1993,1,1,6426,3436,993,4,4779776.3
549,23737,25,1,1,11,3,2003,0,0,4514,5604,997,0,2380599.3
550,83460,34,0,0,69,4,2017,0,1,3231,1741,841,10,8347291.7
551,55736,64,1,1,47,10,2017,1,1,5234,5172,672,2,5582770.7
552,15429,27,1,1,46,7,1991,0,0,1436,7852,164,0,1550188.1
553,74290,38,1,0,8,5,2006,0,0,6893,6800,624,10,7433059.6
554,85256,68,0,0,45,4,2019,0,0,2638,7455,403,0,8530096.9
555,9380,11,1,0,97,10,2013,0,0,691,8302,754,1,945451.3
556,13414,59,1,1,16,4,2014,1,1,6223,571,477,5,1350225.4
557,91716,7,1,1,97,8,2006,1,0,9715,8665,352,4,9184104.6
558,95828,54,1,0,62,6,1994,1,1,1745,5190,269,4,9589468.4
559,98478,7,0,1,19,5,2007,1,0,3514,3090,867,2,9852730.7
560,70874,99,1,1,51,8,2011,0,0,6049,3511,428,2,7097321.1
561,78217,78,0,0,73,3,2003,0,0,7391,1085,907,2,7828401.3
562,81101,65,0,1,87,4,2017,0,1,5698,1807,233,4,8118370.7
563,46883,49,0,0,53,8,2009,1,1,9286,4266,845,3,4691844.9
564,69319,38,0,0,89,1,2019,0,0,1787,1635,731,8,6936067.9
565,95288,45,1,1,80,6,2010,1,1,3179,1201,520,2,9543817.0
566,50589,75,0,0,52,10,2008,1,1,3824,8806,185,9,5061508.8
567,65155,69,1,0,46,1,1994,0,1,4546,1801,654,3,6521547.4
568,6049,99,0,0,37,7,2000,0,1,3872,4019,944,8,608869.0
569,25386,30,1,0,35,3,2001,0,0,5449,3239,343,8,2543209.1
570,1270,53,0,0,66,7,1991,1,1,6093,4476,618,6,131117.1
571,88561,37,1,0,49,6,1994,1,0,4582,9155,726,1,8860454.4
572,71676,13,1,1,49,5,2009,1,0,1318,544,283,6,7178514.9
573,82016,15,0,0,93,5,2014,0,1,839,3501,680,9,8211272.4
574,21698,75,1,1,59,1,2001,0,1,518,7075,331,2,2179801.1
575,476,14,0,1,52,4,2019,1,1,6630,6204,880,6,57103.9
576,16114,98,1,1,25,7,2020,1,1,3474,1546,460,1,1620468.0
577,55707,7,0,0,33,5,2014,0,1,9279,1236,417,3,5573001.4
578,53633,48,1,0,43,5,2010,1,0,6352,4931,774,6,5370339.0
579,29578,2,0,0,5,4,2003,1,1,9253,949,489,9,2959100.3
580,51757,95,0,1,23,5,2009,0,1,9496,8665,943,6,5178222.9
581,80386,41,1,1,4,5,1994,1,1,9196,7861,521,3,8045146.4
582,60136,32,0,1,54,5,1995,0,0,8341,4965,152,4,6020434.5
583,15850,99,0,1,96,1,2010,0,0,5326,8976,501,1,1596900.0
584,29362,2,0,1,44,1,2000,1,1,1979,5794,424,9,2940727.0
585,60366,51,0,1,26,3,2005,0,1,8647,6470,687,2,6042370.5
586,9167,32,1,0,69,4,1994,1,1,6444,8319,219,7,923577.4
587,18586,93,0,1,16,6,1997,1,0,7588,3667,324,8,1862622.7
588,69443,27,0,1,30,2,1993,0,0,7624,1278,294,1,6947198.3
589,21015,37,1,0,97,5,1993,0,0,2865,4679,527,9,2107213.3
590,79337,83,0,0,70,5,2016,1,0,9559,9783,918,5,7940161.6
591,84947,54,0,0,68,5,2014,1,1,1588,6315,675,1,8498951.4
592,99665,16,1,1,52,1,1990,1,1,136,5779,392,9,9976093.0
593,25493,31,0,0,97,2,2017,1,1,6999,2669,187,3,2555724.7
594,50580,57,1,1,76,4,2008,1,0,1593,7912,678,1,5072667.8
595,71040,40,0,1,49,4,2015,0,1,6467,6178,644,6,7110801.5
596,63320,3,1,1,3,9,1993,1,1,4182,5340,126,8,6338701.3
597,50465,68,0,1,62,7,1994,0,1,3513,3635,401,3,5051447.4
598,65919,40,1,0,82,9,2013,0,1,8500,2426,707,1,6596228.3
599,76489,43,0,1,27,9,1992,1,0,2458,5949,601,8,7655928.2
600,50093,89,0,1,5,8,2009,1,1,6873,7662,536,10,5013597.9
601,50118,80,1,0,76,3,1998,0,1,7483,8194,687,0,5016630.8
602,25309,28,1,0,53,4,2012,1,0,923,821,358,9,2535294.2
603,98191,17,1,0,77,8,2020,1,1,6782,4950,660,4,9828436.0
604,1607,10,1,0,46,3,2004,0,0,8175,3264,923,9,167249.4
605,4410,37,1,0,37,5,2004,0,0,9410,5772,326,7,444238.4
606,2374,41,1,1,85,7,2018,1,1,6959,1546,804,5,249562.8
607,94990,23,0,1,47,5,2018,0,0,2531,8669,725,9,9504433.8
608,18281,9,1,0,76,4,2016,0,1,9815,140,343,4,1840231.6
609,64879,80,0,1,12,9,2021,0,1,5685,6810,914,1,6491104.1
610,54812,88,0,0,27,2,1990,0,0,8509,8693,823,7,5482093.0
611,605,29,1,1,66,10,2005,0,0,2938,7209,656,2,71250.5
612,27253,19,1,0,81,5,2010,0,0,9476,7523,464,1,2736783.0
613,17357,42,0,0,20,6,1998,1,0,5688,9409,221,4,1738079.8
614,54097,26,0,0,98,2,2016,0,1,6986,8792,181,5,5416865.6
615,95281,22,1,0,8,8,1990,1,1,5252,4489,537,1,9533000.0
616,69440,90,0,1,76,7,2004,0,0,3678,1227,520,2,6950509.4
617,44395,1,1,0,1,8,2012,1,0,8789,9504,685,3,4443692.2
618,48270,60,1,1,85,6,2010,0,0,6828,3382,935,6,4838349.0
619,30572,24,0,0,56,3,2008,0,0,171,2208,401,2,3058110.8
620,63719,35,0,1,25,7,1992,0,0,2342,121,794,0,6375632.2
621,45827,61,1,1,60,9,2006,0,0,2199,5768,240,6,4590725.6
622,70488,61,1,0,35,3,2020,0,1,7391,5950,345,10,7054483.0
623,79822,67,1,0,30,3,2003,0,1,5413,615,706,2,7987847.3
624,27171,63,1,0,93,9,1997,0,0,1981,546,681,9,2724534.7
625,58330,58,1,1,2,4,1992,0,0,473,781,186,10,5837640.2
626,87826,10,1,0,45,9,1997,1,0,5553,9640,711,2,8790247.7
627,49389,13,0,0,10,10,1993,1,1,8664,1479,646,6,4940959.3
628,56931,60,1,0,91,9,1994,0,0,3285,9889,905,5,5704458.4
629,66503,73,1,1,13,5,1990,1,1,6051,5240,137,1,6655758.0
630,88112,77,0,0,68,5,2021,1,1,9760,6910,882,6,8813820.1
631,43587,83,0,0,26,10,2005,1,0,8824,818,591,3,4360172.5
632,86152,44,0,0,48,10,1992,0,0,8176,5399,500,1,8619787.2
633,81573,98,1,0,57,3,1992,1,0,808,9366,749,10,8163076.2
634,72599,43,0,1,23,9,2007,0,0,4841,6701,315,0,7262443.7
635,43876,42,0,0,43,2,1993,0,0,1242,9300,496,3,4388329.3
636,10040,100,1,1,98,10,1994,0,1,6306,9604,396,8,1010790.4
637,40177,38,0,0,12,8,1991,1,0,5711,9268,172,10,4019219.1
638,21703,86,1,1,90,8,2019,0,1,843,8090,802,6,2183649.9
639,57236,87,0,1,96,9,2020,1,0,7873,4091,146,1,5730262.0
640,17863,1,1,1,33,10,2009,0,0,7268,797,774,5,1795013.9
641,85272,89,1,0,34,8,2005,0,1,7286,9107,359,3,8531221.5
642,91931,38,1,0,42,8,2016,0,1,3013,28,139,4,9197803.6
643,29411,26,1,0,53,2,2017,0,1,1681,8610,181,1,2948395.7
644,37163,4,0,0,22,4,2014,1,1,9497,799,136,1,3718311.4
645,26440,41,0,1,58,3,2016,0,0,5613,1327,132,5,2651410.6
646,9868,89,0,0,53,5,2003,1,1,4813,7765,549,3,992632.3
647,55250,31,1,1,3,7,1995,0,1,9389,8427,568,4,5534691.5
648,1121,9,1,1,80,6,1990,0,0,2530,93,389,8,126775.0
649,26528,31,1,0,49,7,2012,1,0,190,1931,788,2,2660108.2
650,18362,100,1,0,33,9,2019,1,0,5521,1537,241,6,1842236.9
651,40581,99,1,1,82,9,2008,1,0,5782,1627,428,10,4068225.8
652,89084,34,1,0,9,10,2010,1,0,4675,5204,570,1,8911966.0
653,90643,77,1,0,55,5,2012,0,0,4659,149,780,1,9074993.2
654,70868,70,1,1,39,10,2005,1,1,821,8503,348,1,7096273.5
655,17252,90,0,0,23,2,2000,0,1,3183,1757,357,10,1726850.0
656,45647,17,1,1,100,9,2019,1,1,3554,9429,713,6,4580938.9
657,64654,34,1,0,33,5,1992,1,0,4245,6313,563,3,6471114.2
658,87668,58,0,0,56,7,2017,1,0,9625,7161,590,6,8769343.7
659,97688,60,0,1,25,8,1990,0,0,8847,4009,158,0,9775672.0
660,5468,75,1,0,78,6,2002,1,0,375,6527,976,9,553320.2
661,63509,72,0,0,53,6,2006,1,1,6679,3062,591,0,6356517.6
662,98262,60,0,0,14,3,2001,0,0,1889,9650,660,0,9827936.1
663,67735,36,0,1,24,1,2020,0,1,3289,3015,113,2,6777979.0
664,19728,97,1,0,85,2,2018,0,1,4778,5706,289,2,1977828.8
665,39191,71,0,0,21,9,2011,1,0,142,121,633,10,3921295.1
666,34585,34,0,1,99,6,2018,0,0,9137,9141,675,6,3471454.8
667,56666,13,0,0,63,8,2000,1,1,6911,7146,543,9,5671002.0
668,4920,96,1,1,67,5,1993,1,1,681,8825,598,2,498937.3
669,23043,69,0,0,55,6,2007,0,1,9610,4996,971,10,2309235.7
670,86042,64,1,1,7,3,2010,1,0,438,1066,466,8,8610684.0
671,84978,63,1,1,65,2,1990,0,0,9649,8176,212,9,8508647.0
672,66940,95,0,1,16,7,2016,1,0,691,803,118,7,6700142.6
673,69592,68,1,0,10,7,2000,1,1,6283,7414,811,7,6964235.0
674,46558,52,0,1,28,2,2009,0,1,3828,8690,102,10,4663394.9
675,30925,18,1,1,83,7,2016,1,1,747,8698,218,3,3104280.6
676,39975,97,0,0,72,6,2016,1,0,2361,3900,452,8,4005185.6
677,8808,9,1,1,15,2,2014,0,0,7170,1020,397,7,887645.4
678,7131,88,1,1,20,9,2005,1,0,231,7750,120,4,719772.5
679,49063,35,0,0,81,1,1991,1,0,9416,7968,972,7,4909260.1
680,79093,89,1,1,63,9,2014,1,0,2848,6813,533,9,7915505.4
681,95157,76,0,1,86,4,2002,1,1,8416,2820,798,6,9527400.2
682,43412,3,1,1,68,1,2010,1,1,911,3354,936,3,4352882.0
683,23127,72,1,1,98,5,1995,0,1,7989,4396,237,8,2327821.5
684,63397,52,1,1,17,5,2003,1,1,9719,1441,360,3,6344621.3
685,6078,67,0,1,22,5,2004,1,0,2248,6723,161,0,614702.4
686,70367,63,1,0,19,8,2015,0,1,8131,2786,635,0,7043100.5
687,31471,3,0,0,34,5,2020,0,1,6093,5977,687,5,3149214.0
688,84503,53,1,1,10,1,2004,1,1,1017,9932,332,4,8455991.4
689,25661,18,0,0,10,10,2004,0,1,1752,1062,240,2,2567320.4
690,65823,2,0,1,40,1,1999,1,0,5338,3077,655,10,6587187.9
691,40351,20,0,0,21,10,2006,0,1,2129,765,732,5,4037323.6
692,65816,36,0,1,56,8,1999,1,1,510,1702,523,6,6590874.9
693,9897,83,1,0,55,3,1997,0,1,4632,3724,373,3,997040.7
694,74556,36,1,0,30,2,2021,0,0,8074,2048,729,0,7461430.1
695,77324,66,0,1,96,8,2000,1,1,2278,126,726,0,7746689.0
696,19054,27,1,1,64,5,2017,1,0,9531,8510,968,3,1915949.7
697,19467,61,0,0,69,3,1995,0,0,7723,6060,425,2,1953949.5
698,23917,57,0,0,92,9,1992,1,0,7268,1683,272,6,2396597.2
699,27581,56,0,0,54,9,2008,0,0,131,2535,271,9,2763880.8
700,7021,94,1,0,18,9,1998,1,1,8494,6333,431,1,707889.8
701,86898,10,1,1,54,8,2007,0,1,2837,1571,633,5,8700597.7
702,35752,37,1,1,88,9,2004,0,0,4770,7965,593,5,3584645.4
703,80254,5,0,0,84,9,2004,1,0,4601,2359,312,4,8032718.4
704,43729,50,1,1,78,7,1990,0,0,6886,3231,213,3,4386441.0
705,14296,27,1,1,21,6,1991,0,0,1023,85,690,10,1438655.1
706,60263,14,0,0,29,5,2002,1,0,4041,3152,955,6,6027298.2
707,56348,39,1,1,64,10,1993,0,0,7815,8344,100,4,5645570.3
708,20462,4,0,1,27,2,1999,1,0,7946,6870,725,9,2051424.9
709,35966,4,0,1,35,6,2009,1,0,9879,1244,276,3,3600448.9
710,23790,55,1,1,70,2,1997,0,1,113,3842,725,6,2387891.7
711,62563,35,1,1,66,7,1994,1,0,6669,3384,351,7,6268203.4
712,74693,98,1,0,57,6,1997,1,0,5655,5743,386,8,7476380.7
713,69815,68,1,0,96,9,2001,1,1,4764,3233,382,8,6994868.1
714,31372,70,0,1,71,1,2000,0,0,9133,223,952,1,3141888.0
715,47377,91,1,1,12,6,2015,0,0,6751,7894,158,4,4742430.5
716,21748,5,0,1,29,9,1991,1,0,6703,5408,812,10,2180962.1
717,74938,28,0,0,31,3,2020,0,1,23,7515,670,6,7496677.0
718,84747,97,0,1,86,7,2014,1,0,7441,7366,404,7,8483566.4
719,52843,75,1,1,50,6,2004,0,1,5877,1381,358,3,5291087.4
720,94638,50,0,0,32,3,2014,1,0,8047,7968,870,10,9465407.4
721,57035,7,0,1,24,7,1998,1,1,21,9711,657,7,5710846.8
722,10031,44,1,0,2,1,2004,1,0,3770,6933,576,0,1007605.4
723,87362,50,0,1,25,9,1995,0,0,3967,1233,268,7,8743936.5
724,50571,39,1,1,24,2,1998,0,0,4018,3591,631,0,5063431.8
725,69918,32,1,0,11,8,2005,0,1,2569,9077,758,2,6995676.5
726,42217,74,1,1,83,3,2009,1,1,752,2812,710,5,4228208.9
727,76907,10,0,1,87,6,1997,0,1,8945,1203,142,10,7694726.7
728,15500,92,0,1,98,1,2020,1,0,9577,8084,255,7,1554517.0
729,53304,47,1,0,79,5,2012,1,1,3069,4872,541,2,5337897.2
730,1973,1,1,0,21,7,2000,1,1,2316,2875,932,9,201809.0
731,91112,51,1,1,9,6,1991,0,1,7857,2079,948,1,9121414.1
732,76204,60,1,1,8,1,1990,0,1,3727,901,540,7,7628150.0
733,97471,74,1,0,90,7,2013,1,1,7429,7552,629,6,9756243.3
734,88887,9,1,1,28,4,1995,1,0,9176,7863,956,7,8897254.5
735,38490,14,1,0,8,10,2017,1,0,9018,3808,825,3,3853460.7
736,72450,63,1,0,71,9,2008,1,1,4116,481,787,9,7250244.8
